1.577610:0.828125
1.515110:0.84375
1.546360:0.8125
1.546360:0.859375
1.515110:0.828125
1.546360:0.828125
1.546360:0.828125
1.515110:0.828125
1.515110:0.8125
1.483860:0.828125
1.515110:0.8125
1.483860:0.84375
1.483860:0.828125
1.452610:0.8125
1.483860:0.84375
1.452610:0.8125
1.483860:0.828125
1.421360:0.8125
1.452610:0.84375
1.421360:0.8125
1.452610:0.8125
1.421360:0.84375
1.421360:0.828125
1.390110:0.828125
1.452610:0.8125
1.390110:0.84375
1.390110:0.828125
1.358860:0.828125
1.421360:0.828125
1.358860:0.828125
1.390110:0.828125
1.327610:0.828125
1.358860:0.8125
1.327610:0.828125
1.358860:0.828125
1.327610:0.8125
1.358860:0.84375
1.296360:0.8125
1.327610:0.828125
1.296360:0.8125
1.327610:0.828125
1.265110:0.828125
1.327610:0.8125
1.233860:0.828125
1.296360:0.828125
1.265110:0.8125
1.296360:0.8125
1.233860:0.828125
1.265110:0.828125
1.233860:0.8125
1.265110:0.8125
1.202610:0.828125
1.233860:0.8125
1.233860:0.828125
1.233860:0.828125
1.202610:0.828125
1.202610:0.828125
1.202610:0.8125
1.202610:0.8125
1.171360:0.828125
1.171360:0.828125
1.171360:0.8125
1.140110:0.8125
1.171360:0.828125
1.140110:0.828125
1.171360:0.8125
1.140110:0.8125
1.108860:0.828125
1.108860:0.828125
1.108860:0.8125
1.108860:0.828125
1.077610:0.8125
1.108860:0.8125
1.046360:0.828125
1.077610:0.8125
1.046360:0.84375
1.077610:0.8125
1.046360:0.828125
1.046360:0.84375
1.046360:0.8125
1.046360:0.8125
1.015110:0.828125
1.015110:0.828125
1.046360:0.8125
0.983860:0.828125
1.015110:0.8125
1.046360:0.828125
0.983860:0.8125
1.015110:0.8125
0.952610:0.84375
1.015110:0.8125
0.952610:0.828125
0.983860:0.828125
0.952610:0.8125
0.921360:0.8125
0.983860:0.828125
0.921360:0.828125
0.921360:0.8125
0.921360:0.828125
0.921360:0.8125
0.890110:0.828125
0.921360:0.8125
0.890110:0.828125
0.921360:0.796875
0.858860:0.828125
0.890110:0.8125
0.858860:0.8125
0.890110:0.828125
0.858860:0.8125
0.827610:0.828125
0.827610:0.84375
0.858860:0.8125
0.796360:0.828125
0.827610:0.8125
0.796360:0.828125
0.827610:0.8125
0.796360:0.828125
0.827610:0.8125
0.796360:0.8125
0.796360:0.8125
0.765110:0.8125
0.796360:0.8125
0.765110:0.8125
0.796360:0.828125
0.765110:0.8125
0.765110:0.8125
0.733860:0.828125
0.765110:0.8125
0.733860:0.8125
0.733860:0.8125
0.733860:0.8125
0.702610:0.828125
0.733860:0.8125
0.671360:0.8125
0.702610:0.8125
0.671360:0.796875
0.671360:0.8125
0.671360:0.828125
0.671360:0.8125
