1.57761::0.8125
0.60886::0.796875
0.57761::0.796875
0.57761::0.796875
0.57761::0.78125
0.54636::0.78125
0.57761::0.796875
0.51511::0.796875
0.54636::0.765625
0.54636::0.78125
0.51511::0.796875
0.51511::0.78125
0.54636::0.796875
0.51511::0.796875
0.48386::0.78125
0.48386::0.796875
0.51511::0.78125
0.48386::0.796875
0.45261::0.78125
0.45261::0.796875
0.48386::0.78125
0.45261::0.796875
0.45261::0.78125
0.42136::0.78125
0.45261::0.8125
0.42136::0.78125
0.42136::0.796875
0.42136::0.78125
0.39011::0.796875
0.39011::0.796875
0.42136::0.796875
0.42136::0.78125
0.35886::0.796875
0.39011::0.78125
0.35886::0.796875
0.35886::0.78125
0.35886::0.796875
0.32761::0.78125
0.32761::0.796875
0.32761::0.78125
0.35886::0.796875
0.32761::0.796875
0.29636::0.765625
0.29636::0.78125
0.32761::0.828125
0.32761::0.796875
0.29636::0.78125
0.29636::0.78125
0.29636::0.796875
0.26511::0.78125
0.26511::0.78125
0.26511::0.78125
0.23386::0.796875
0.26511::0.78125
0.20261::0.796875
0.17136::0.78125
0.23386::0.78125
0.20261::0.78125
0.23386::0.796875
0.20261::0.78125
0.20261::0.765625
0.14011::0.78125
0.20261::0.796875
0.17136::0.78125
0.17136::0.796875
0.17136::0.78125
0.14011::0.765625
0.14011::0.78125
0.17136::0.765625
0.14011::0.78125
0.17136::0.78125
0.10886::0.78125
0.14011::0.78125
0.10886::0.78125
0.10886::0.765625
0.14011::0.78125
0.07761::0.765625
0.10886::0.765625
0.04636::0.78125
0.04636::0.765625
0.07761::0.78125
0.07761::0.765625
0.04636::0.78125
0.04636::0.78125
0.01511::0.75
0.04636::0.765625
0.01511::0.78125
0.04636::0.765625
-0.01614::0.78125
0.01511::0.765625
-0.01614::0.78125
0.01511::0.75
-0.04739::0.78125
0.01511::0.765625
-0.04739::0.78125
-0.01614::0.765625
-0.04739::0.78125
-0.04739::0.765625
-0.04739::0.78125
-0.04739::0.765625
-0.07864::0.765625
-0.07864::0.765625
-0.04739::0.75
-0.07864::0.765625
-0.07864::0.75
-0.10989::0.765625
-0.07864::0.765625
-0.10989::0.734375
-0.14114::0.765625
-0.14114::0.75
-0.10989::0.765625
-0.14114::0.765625
-0.14114::0.75
-0.14114::0.765625
-0.17239::0.734375
-0.17239::0.765625
-0.14114::0.75
-0.17239::0.765625
-0.17239::0.75
-0.17239::0.765625
-0.23489::0.75
-0.20364::0.765625
-0.20364::0.734375
-0.20364::0.75
-0.23489::0.75
-0.23489::0.765625
-0.23489::0.75
-0.23489::0.765625
-0.26614::0.71875
-0.23489::0.75
-0.26614::0.734375
-0.26614::0.75
-0.29739::0.75
-0.26614::0.75
-0.29739::0.734375
-0.26614::0.75
-0.29739::0.734375
-0.29739::0.734375
-0.32864::0.75
-0.29739::0.734375
-0.32864::0.75
-0.35989::0.734375
-0.32864::0.75
-0.35989::0.71875
-0.32864::0.734375
-0.35989::0.765625
-0.39114::0.71875
-0.39114::0.734375
-0.35989::0.71875
-0.42239::0.734375
-0.39114::0.71875
-0.42239::0.734375
-0.42239::0.71875
-0.42239::0.71875
-0.45364::0.71875
-0.42239::0.71875
-0.48489::0.71875
-0.45364::0.71875
-0.42239::0.703125
-0.45364::0.71875
-0.48489::0.703125
-0.45364::0.71875
-0.51614::0.6875
-0.48489::0.6875
-0.45364::0.71875
-0.51614::0.703125
-0.51614::0.6875
-0.51614::0.703125
-0.51614::0.6875
-0.51614::0.6875
-0.54739::0.6875
-0.54739::0.6875
-0.57864::0.671875
-0.54739::0.6875
-0.57864::0.671875
-0.57864::0.6875
-0.54739::0.671875
-0.57864::0.671875
-0.60989::0.6875
-0.57864::0.671875
-0.60989::0.6875
-0.60989::0.703125
-0.60989::0.65625
-0.64114::0.671875
-0.64114::0.65625
-0.64114::0.65625
-0.60989::0.640625
-0.64114::0.65625
-0.67239::0.640625
-0.70364::0.640625
-0.67239::0.640625
-0.67239::0.640625
-0.73489::0.640625
-0.67239::0.640625
-0.70364::0.609375
-0.70364::625
-0.73489::625
-0.70364::625
-0.73489::0.609375
-0.70364::0.609375
-0.73489::0.609375
-0.73489::0.609375
-0.79739::0.59375
-0.73489::0.59375
-0.79739::0.578125
-0.76614::0.578125
-0.79739::0.5625
-0.76614::0.5625
-0.79739::0.546875
-0.79739::0.53125
-0.79739::0.5625
-0.82864::0.546875
-0.82864::0.53125
-0.79739::0.515625
-0.82864::0.53125
-0.82864::0.515625
-0.85989::0.5
-0.82864::0.515625
-0.85989::0.484375
-0.85989::0.5
-0.85989::0.46875
-0.85989::0.484375
-0.92239::0.453125
-0.92239::0.46875
-0.85989::0.4375
-0.92239::0.453125
-0.85989::0.40625
-0.95364::0.4375
-0.92239::0.390625
-0.95364::0.421875
-0.92239::0.390625
-0.95364::0.390625
-0.95364::375
-0.95364::0.359375
-0.95364::0.359375
-0.95364::0.34375
-0.98489::0.328125
-0.95364::0.328125
-1.01614::0.3125
-0.98489::0.3125
-1.04739::0.296875
-1.01614::0.296875
-1.01614::0.28125
-1.01614::0.28125
-1.04739::0.234375
-1.04739::0.265625
-1.04739::0.234375
-1.04739::0.234375
-1.04739::0.21875
-1.07864::0.21875
-1.07864::0.1875
-1.07864::0.203125
-1.04739::0.171875
-1.07864::0.1875
-1.10989::0.15625
-1.07864::0.1875
-1.14114::0.140625
-1.10989::0.140625
-1.10989::125
-1.07864::125
-1.14114::0.109375
-1.10989::0.109375
-1.17239::0.09375
-1.10989::0.09375
-1.17239::0.0625
-1.14114::0.09375
-1.17239::0.046875
-1.17239::0.0625
-1.20364::0.046875
-1.20364::0.03125
-1.17239::0.03125
-1.20364::0.015625
-1.17239::0
-1.23489::0.015625
-1.20364::-0.015625
-1.23489::0
-1.20364::-0.03125
-1.23489::-0.03125
-1.26614::-0.03125
-1.23489::-0.046875
-1.26614::-0.0625
-1.26614::-0.0625
-1.26614::-0.0625
-1.29739::-0.078125
-1.26614::-0.09375
-1.29739::-0.09375
-1.32864::-0.109375
-1.29739::-0.109375
-1.29739::-125
-1.29739::-125
-1.32864::-0.140625
-1.32864::-0.140625
-1.29739::-0.15625
-1.35989::-0.15625
-1.35989::-0.171875
-1.35989::-0.171875
-1.35989::-0.1875
-1.35989::-0.1875
-1.35989::-0.203125
-1.35989::-0.1875
-1.42239::-0.21875
-1.35989::-0.203125
-1.42239::-0.234375
-1.39114::-0.234375
-1.42239::-0.25
-1.39114::-0.234375
-1.45364::-0.265625
-1.45364::-0.234375
-1.42239::-0.28125
-1.45364::-0.265625
-1.48489::-0.296875
-1.45364::-0.28125
-1.48489::-0.296875
-1.45364::-0.28125
-1.51614::-0.296875
-1.45364::-0.3125
-1.51614::-0.328125
-1.48489::-0.3125
-1.54739::-0.328125
-1.48489::-0.328125
-1.51614::-0.359375
-1.51614::-0.34375
-1.54739::-0.359375
-1.54739::-0.359375
-1.54739::-0.359375
-1.54739::-0.359375
-1.51614::-375
-1.57864::-0.359375
-1.54739::-375
-1.57864::-375
-1.54739::-0.390625
-1.60989::-0.390625
-1.57864::-0.390625
-1.57864::-0.390625
-1.64114::-0.40625
-1.60989::-0.40625
-1.64114::-0.421875
-1.60989::-0.40625
-1.64114::-0.421875
-1.64114::-0.421875
-1.64114::-0.4375
-1.64114::-0.4375
-1.67239::-0.421875
-1.64114::-0.4375
-1.67239::-0.46875
-1.64114::-0.453125
-1.70364::-0.4375
-1.67239::-0.453125
-1.70364::-0.46875
-1.70364::-0.46875
-1.70364::-0.453125
-1.70364::-0.453125
-1.70364::-0.484375
-1.70364::-0.46875
-1.76614::-0.484375
-1.70364::-0.46875
-1.73489::-0.484375
-1.73489::-0.484375
-1.76614::-0.5
-1.73489::-0.484375
-1.79739::-0.484375
-1.76614::-0.484375
-1.79739::-0.484375
-1.76614::-0.5
-1.82864::-0.484375
-1.79739::-0.484375
-1.82864::-0.5
-1.79739::-0.5
-1.82864::-0.5
-1.79739::-0.5
-1.85989::-0.515625
-1.82864::-0.515625
-1.85989::-0.515625
-1.82864::-0.5
-1.85989::-0.515625
-1.85989::-0.515625
-1.89114::-0.53125
-1.85989::-0.53125
-1.92239::-0.515625
-1.85989::-0.546875
-1.89114::-0.53125
-1.89114::-0.546875
-1.92239::-0.53125
-1.89114::-0.53125
-1.95364::-0.546875
-1.92239::-0.546875
-1.95364::-0.5625
-1.89114::-0.546875
-1.95364::-0.546875
-1.95364::-0.5625
-1.98489::-0.546875
-1.98489::-0.5625
-1.95364::-0.5625
-1.98489::-0.5625
-1.98489::-0.546875
-1.98489::-0.546875
-1.98489::-0.578125
-1.98489::-0.578125
-2.01614::-0.5625
-2.01614::-0.5625
-2.01614::-0.578125
-2.01614::-0.578125
-2.04739::-0.5625
-2.04739::-0.578125
-2.01614::-0.59375
-2.07864::-0.578125
-2.04739::-0.609375
-2.04739::-0.578125
-2.07864::-0.59375
-2.07864::-0.578125
-2.07864::-0.59375
-2.04739::-0.578125
-2.07864::-0.59375
-2.07864::-0.59375
-2.10989::-0.609375
-2.10989::-0.59375
-2.07864::-0.609375
-2.10989::-0.59375
-2.14114::-0.609375
-2.10989::-0.59375
-2.14114::-0.609375
-2.14114::-0.59375
-2.17239::-0.609375
-2.17239::-0.59375
-2.14114::-0.609375
-2.14114::-0.59375
-2.20364::-0.609375
-2.20364::-0.59375
-2.14114::-625
-2.17239::-0.609375
-2.23489::-0.609375
-2.20364::-0.59375
-2.17239::-625
-2.20364::-0.609375
-2.20364::-625
-2.23489::-0.609375
-2.20364::-625
-2.23489::-0.609375
-2.23489::-625
-2.23489::-0.609375
-2.26614::-625
-2.23489::-0.59375
-2.26614::-0.640625
-2.26614::-625
-2.26614::-625
-2.29739::-625
-2.26614::-0.640625
-2.29739::-625
-2.29739::-0.640625
-2.29739::-625
-2.26614::-0.640625
-2.29739::-0.640625
-2.32864::-0.640625
-2.29739::-625
-2.32864::-0.640625
-2.29739::-0.640625
-2.32864::-0.65625
-2.35989::-0.640625
-2.35989::-0.65625
-2.35989::-0.640625
-2.39114::-0.65625
-2.35989::-0.65625
-2.39114::-0.65625
-2.35989::-0.65625
-2.39114::-0.65625
-2.39114::-0.65625
-2.35989::-0.65625
-2.39114::-0.65625
-2.42239::-0.671875
-2.42239::-0.65625
-2.45364::-0.671875
-2.45364::-0.671875
-2.42239::-0.65625
-2.45364::-0.671875
-2.45364::-0.65625
-2.45364::-0.65625
-2.45364::-0.6875
-2.45364::-0.6875
-2.48489::-0.671875
-2.48489::-0.671875
-2.45364::-0.6875
-2.48489::-0.671875
-2.45364::-0.671875
-2.48489::-0.671875
-2.51614::-0.6875
-2.48489::-0.6875
-2.51614::-0.671875
-2.48489::-0.6875
-2.54739::-0.671875
-2.54739::-0.671875
-2.51614::-0.6875
-2.54739::-0.6875
-2.54739::-0.671875
-2.57864::-0.671875
-2.54739::-0.6875
-2.54739::-0.6875
-2.57864::-0.6875
-2.57864::-0.6875
-2.60989::-0.6875
-2.54739::-0.6875
-2.60989::-0.6875
-2.60989::-0.6875
-2.64114::-0.6875
-2.60989::-0.6875
-2.64114::-0.6875
-2.60989::-0.6875
-2.64114::-0.6875
-2.60989::-0.6875
-2.67239::-0.71875
-2.64114::-0.6875
-2.67239::-0.6875
-2.64114::-0.6875
-2.67239::-0.703125
-2.64114::-0.703125
-2.67239::-0.6875
-2.67239::-0.6875
-2.70364::-0.703125
-2.67239::-0.703125
-2.70364::-0.6875
-2.70364::-0.703125
-2.70364::-0.6875
-2.67239::-0.71875
-2.70364::-0.6875
-2.73489::-0.71875
-2.73489::-0.703125
-2.73489::-0.703125
-2.76614::-0.71875
-2.73489::-0.703125
-2.76614::-0.703125
-2.73489::-0.71875
-2.76614::-0.703125
-2.73489::-0.71875
-2.76614::-0.703125
-2.76614::-0.703125
-2.79739::-0.703125
-2.79739::-0.703125
-2.76614::-0.71875
-2.79739::-0.703125
-2.79739::-0.71875
-2.79739::-0.703125
-2.82864::-0.71875
-2.82864::-0.71875
-2.79739::-0.703125
-2.85989::-0.71875
-2.82864::-0.703125
-2.82864::-0.734375
-2.85989::-0.71875
-2.85989::-0.734375
-2.82864::-0.703125
-2.85989::-0.71875
-2.85989::-0.703125
-2.89114::-0.71875
-2.85989::-0.703125
-2.92239::-0.71875
-2.82864::-0.71875
-2.89114::-0.71875
-2.92239::-0.71875
-2.89114::-0.703125
-2.92239::-0.71875
-2.92239::-0.71875
-2.95364::-0.71875
-2.92239::-0.71875
-2.92239::-0.71875
-2.92239::-0.71875
-2.95364::-0.71875
-2.95364::-0.71875
-2.95364::-0.734375
-2.95364::-0.71875
-2.98489::-0.71875
-2.95364::-0.71875
-2.98489::-0.734375
-2.98489::-0.71875
-2.95364::-0.734375
-2.98489::-0.71875
-2.98489::-0.734375
-3.01614::-0.71875
-2.98489::-0.734375
-2.98489::-0.734375
-3.01614::-0.71875
-3.01614::-0.703125
-3.04739::-0.734375
-3.01614::-0.734375
-3.04739::-0.71875
-3.04739::-0.734375
-3.01614::-0.71875
-3.04739::-0.734375
-3.04739::-0.734375
-3.07864::-0.734375
-3.01614::-0.734375
-3.07864::-0.734375
-3.07864::-0.734375
-3.10989::-0.734375
-3.04739::-0.71875
-3.10989::-0.734375
-3.04739::-0.734375
-3.07864::-0.734375
-3.10989::-0.75
-3.07864::-0.734375
-3.14114::-0.75
-3.07864::-0.734375
-3.14114::-0.75
-3.10989::-0.734375
-3.14114::-0.734375
-3.10989::-0.71875
-3.17239::-0.75
-3.14114::-0.734375
-3.17239::-0.75
-3.14114::-0.75
-3.17239::-0.734375
-3.17239::-0.734375
-3.17239::-0.75
-3.14114::-0.734375
-3.17239::-0.75
-3.17239::-0.734375
-3.20364::-0.734375
-3.20364::-0.734375
-3.17239::-0.75
-3.17239::-0.734375
-3.23489::-0.75
-3.20364::-0.734375
-3.23489::-0.75
-3.23489::-0.734375
-3.23489::-0.75
-3.23489::-0.734375
-3.23489::-0.75
-3.23489::-0.734375
-3.26614::-0.75
-3.26614::-0.734375
-3.23489::-0.75
-3.23489::-0.75
-3.29739::-0.734375
-3.26614::-0.734375
-3.29739::-0.75
-3.26614::-0.734375
-3.29739::-0.765625
-3.29739::-0.734375
-3.32864::-0.765625
-3.29739::-0.734375
-3.29739::-0.75
-3.29739::-0.734375
-3.32864::-0.75
-3.32864::-0.734375
-3.32864::-0.75
-3.32864::-0.734375
-3.32864::-0.765625
-3.29739::-0.734375
-3.35989::-0.765625
-3.32864::-0.75
-3.35989::-0.75
-3.35989::-0.734375
-3.39114::-0.765625
-3.39114::-0.75
-3.35989::-0.78125
-3.39114::-0.75
-3.35989::-0.75
-3.39114::-0.765625
-3.39114::-0.75
-3.42239::-0.765625
-3.45364::-0.75
-3.39114::-0.765625
-3.42239::-0.75
-3.39114::-0.765625
-3.45364::-0.75
-3.45364::-0.75
-3.42239::-0.765625
-3.45364::-0.765625
-3.42239::-0.75
-3.45364::-0.765625
-3.45364::-0.75
-3.45364::-0.765625
-3.45364::-0.765625
-3.48489::-0.75
-3.45364::-0.765625
-3.48489::-0.765625
-3.48489::-0.75
-3.51614::-0.78125
-3.48489::-0.75
-3.48489::-0.765625
-3.51614::-0.78125
-3.51614::-0.75
-3.51614::-0.78125
-3.51614::-0.734375
-3.51614::-0.78125
-3.51614::-0.765625
-3.54739::-0.765625
-3.54739::-0.75
-3.54739::-0.78125
-3.54739::-0.765625
-3.54739::-0.796875
-3.54739::-0.75
-3.54739::-0.765625
-3.57864::-0.765625
-3.54739::-0.78125
-3.57864::-0.765625
-3.54739::-0.78125
-3.57864::-0.765625
-3.54739::-0.78125
-3.57864::-0.734375
-3.57864::-0.78125
-3.57864::-0.765625
-3.60989::-0.78125
-3.60989::-0.765625
-3.57864::-0.78125
-3.60989::-0.765625
-3.60989::-0.78125
-3.60989::-0.765625
-3.64114::-0.78125
-3.64114::-0.765625
-3.60989::-0.78125
-3.64114::-0.765625
-3.64114::-0.765625
-3.67239::-0.78125
-3.64114::-0.765625
-3.64114::-0.78125
-3.67239::-0.796875
-3.64114::-0.765625
-3.67239::-0.78125
-3.64114::-0.765625
-3.67239::-0.78125
-3.64114::-0.765625
-3.70364::-0.78125
-3.67239::-0.765625
-3.70364::-0.78125
-3.67239::-0.78125
-3.70364::-0.765625
-3.70364::-0.765625
-3.70364::-0.78125
-3.70364::-0.78125
-3.73489::-0.765625
-3.70364::-0.78125
-3.73489::-0.78125
-3.67239::-0.78125
-3.73489::-0.765625
-3.70364::-0.78125
-3.73489::-0.78125
-3.73489::-0.765625
-3.76614::-0.78125
-3.70364::-0.78125
-3.76614::-0.78125
-3.76614::-0.78125
-3.76614::-0.78125
-3.76614::-0.75
-3.76614::-0.78125
-3.76614::-0.78125
-3.79739::-0.78125
-3.76614::-0.75
-3.79739::-0.78125
-3.79739::-0.78125
-3.79739::-0.78125
-3.79739::-0.78125
-3.82864::-0.78125
-3.79739::-0.78125
-3.82864::-0.78125
-3.79739::-0.78125
-3.82864::-0.78125
-3.82864::-0.78125
-3.82864::-0.796875
-3.82864::-0.78125
-3.85989::-0.78125
-3.82864::-0.78125
-3.85989::-0.78125
-3.79739::-0.78125
-3.85989::-0.796875
-3.82864::-0.765625
-3.92239::-0.78125
-3.85989::-0.78125
-3.89114::-0.78125
-3.89114::-0.78125
-3.85989::-0.765625
-3.85989::-0.78125
-3.92239::-0.78125
-3.89114::-0.78125
-3.89114::-0.796875
-3.89114::-0.78125
-3.89114::-0.796875
-3.89114::-0.78125
-3.92239::-0.796875
-3.89114::-0.78125
-3.92239::-0.796875
-3.89114::-0.78125
-3.92239::-0.796875
-3.92239::-0.796875
-3.92239::-0.78125
-3.92239::-0.765625
-3.95364::-0.828125
-3.95364::-0.78125
-3.92239::-0.796875
-3.95364::-0.78125
-3.95364::-0.796875
-3.95364::-0.796875
-3.95364::-0.78125
-3.95364::-0.78125
-3.98489::-0.8125
-3.98489::-0.78125
-3.98489::-0.796875
-3.95364::-0.78125
-3.98489::-0.796875
-3.98489::-0.78125
-4.01614::-0.8125
-3.98489::-0.78125
-4.01614::-0.796875
-3.98489::-0.78125
-4.01614::-0.796875
-3.98489::-0.796875
-4.01614::-0.78125
-4.01614::-0.8125
-4.04739::-0.78125
-4.01614::-0.796875
-4.04739::-0.78125
-4.01614::-0.796875
-4.04739::-0.796875
-4.04739::-0.796875
-4.01614::-0.78125
-4.04739::-0.8125
-4.04739::-0.78125
-4.04739::-0.796875
-4.07864::-0.765625
-4.04739::-0.78125
-4.04739::-0.796875
-4.04739::-0.796875
-4.07864::-0.796875
-4.07864::-0.796875
-4.04739::-0.796875
-4.04739::-0.796875
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.78125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.78125
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.796875
-4.07864::-0.796875
-4.07864::-0.796875
-4.07864::-0.796875
-4.07864::-0.796875
-4.07864::-0.796875
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.78125
-4.07864::-0.78125
-4.07864::-0.8125
-4.07864::-0.78125
-4.07864::-0.8125
-4.07864::-0.78125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.78125
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.796875
-4.07864::-0.78125
-4.07864::-0.796875
-4.07864::-0.796875
-4.07864::-0.796875
-4.07864::-0.796875
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.78125
-4.07864::-0.8125
-4.07864::-0.78125
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.78125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.796875
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.78125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.78125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.84375
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.796875
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.796875
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.84375
-4.07864::-0.8125
-4.07864::-0.84375
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.84375
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.84375
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.796875
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.84375
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.84375
-4.07864::-0.828125
-4.07864::-0.84375
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.859375
-4.07864::-0.8125
-4.07864::-0.828125
-4.07864::-0.828125
-4.07864::-0.828125
