1.57761:0.296875
1.54636:0.3125
1.57761:0.3125
1.51511:0.296875
1.51511:0.3125
1.51511:0.296875
1.54636:0.296875
1.51511:0.3125
1.51511:0.3125
1.48386:0.296875
1.48386:0.3125
1.51511:0.296875
1.48386:0.3125
1.48386:0.296875
1.48386:0.3125
1.45261:0.296875
1.45261:0.3125
1.42136:0.296875
1.45261:0.3125
1.42136:0.296875
1.42136:0.296875
1.39011:0.3125
1.39011:0.3125
1.42136:0.296875
1.39011:0.296875
1.42136:0.3125
1.39011:0.3125
1.39011:0.296875
1.39011:0.296875
1.35886:0.3125
1.35886:0.296875
1.35886:0.3125
1.35886:0.3125
1.32761:0.296875
1.35886:0.296875
1.29636:0.3125
1.35886:0.296875
1.32761:0.3125
1.29636:0.296875
1.32761:0.3125
1.29636:0.296875
1.29636:0.3125
1.29636:0.296875
1.26511:0.3125
1.29636:0.3125
1.23386:0.296875
1.26511:0.296875
1.26511:0.296875
1.26511:0.296875
1.23386:0.3125
1.23386:0.3125
1.20261:0.296875
1.23386:0.296875
1.20261:0.296875
1.23386:0.296875
1.17136:0.296875
1.20261:0.3125
1.17136:0.296875
1.20261:0.3125
1.17136:0.296875
1.17136:0.3125
1.17136:0.296875
1.17136:0.3125
1.14011:0.296875
1.14011:0.3125
1.14011:0.296875
1.10886:0.296875
1.17136:0.296875
1.14011:0.296875
1.10886:0.296875
1.10886:0.296875
1.07761:0.296875
1.10886:0.296875
1.07761:0.3125
1.07761:0.296875
1.04636:0.3125
1.07761:0.296875
1.04636:0.3125
1.04636:0.296875
1.04636:0.3125
1.01511:0.296875
1.04636:0.3125
1.01511:0.296875
1.01511:0.296875
0.98386:0.3125
1.01511:0.296875
0.98386:0.296875
1.01511:0.296875
0.98386:0.296875
0.95261:0.296875
0.98386:0.296875
0.95261:0.296875
0.95261:0.296875
0.95261:0.28125
0.95261:0.296875
0.92136:0.296875
0.92136:0.28125
0.95261:0.296875
0.92136:0.28125
0.92136:0.296875
0.89011:0.28125
0.92136:0.296875
0.92136:0.28125
0.89011:0.296875
0.89011:0.28125
0.85886:0.296875
0.85886:0.296875
0.89011:0.265625
0.85886:0.28125
0.85886:0.296875
0.85886:0.296875
0.82761:0.265625
0.85886:0.28125
0.79636:0.296875
0.79636:0.28125
0.82761:0.296875
0.82761:0.265625
0.79636:0.28125
0.79636:0.265625
0.76511:0.28125
0.79636:0.265625
0.76511:0.28125
0.76511:0.265625
0.76511:0.296875
0.76511:0.28125
0.73386:0.265625
0.73386:0.28125
0.76511:0.265625
0.70261:0.28125
0.76511:0.265625
0.70261:0.28125
0.70261:0.265625
0.67136:0.28125
0.70261:0.265625
0.67136:0.28125
0.70261:0.28125
0.70261:0.28125
0.67136:0.265625
0.67136:0.28125
0.64011:0.265625
0.64011:0.28125
0.67136:0.265625
0.64011:0.265625
0.64011:0.28125
0.60886:0.265625
0.60886:0.28125
0.60886:0.265625
0.57761:0.28125
0.60886:0.265625
0.57761:0.28125
0.57761:0.265625
0.57761:0.28125
0.54636:0.265625
0.54636:0.265625
0.54636:0.28125
0.51511:0.25
0.54636:0.265625
0.51511:0.25
0.51511:0.265625
0.54636:0.265625
0.51511:0.265625
0.48386:0.25
0.51511:0.28125
0.48386:0.25
0.48386:0.265625
0.45261:0.25
0.48386:0.265625
0.45261:0.265625
0.48386:0.265625
0.42136:0.25
0.45261:0.265625
0.42136:0.265625
0.45261:0.265625
0.39011:0.25
0.42136:0.265625
0.42136:0.265625
0.42136:0.265625
0.39011:0.25
0.42136:0.265625
0.35886:0.25
0.39011:0.265625
0.35886:0.25
0.35886:0.265625
0.35886:0.25
0.35886:0.265625
0.32761:0.25
0.32761:0.265625
0.35886:0.25
0.32761:0.265625
0.29636:0.25
0.32761:0.265625
0.29636:0.25
0.29636:0.265625
0.29636:0.25
0.29636:0.265625
0.26511:0.25
0.26511:0.265625
0.26511:0.25
0.23386:0.265625
0.23386:0.25
0.26511:0.25
0.20261:0.25
0.20261:0.265625
0.23386:0.25
0.20261:0.25
0.17136:0.265625
0.20261:0.25
0.17136:0.234375
0.20261:0.25
0.14011:0.25
0.17136:0.25
0.14011:0.25
0.17136:0.25
0.10886:0.234375
0.17136:0.234375
0.10886:0.25
0.14011:0.25
0.10886:0.21875
0.10886:0.25
0.07761:0.234375
0.10886:0.234375
0.07761:0.25
0.10886:0.234375
0.07761:0.234375
0.07761:0.234375
0.04636:0.25
0.04636:0.234375
0.04636:0.21875
0.04636:0.234375
0.01511:0.21875
0.04636:0.21875
0.01511:0.234375
0.04636:0.21875
-0.01614:0.21875
-0.01614:0.21875
0.01511:0.21875
-0.01614:0.21875
0.01511:0.21875
-0.04739:0.21875
-0.01614:0.21875
-0.07864:0.21875
-0.01614:0.21875
-0.04739:0.21875
-0.07864:0.21875
-0.07864:0.203125
-0.04739:0.203125
-0.07864:0.203125
-0.07864:0.203125
-0.07864:0.203125
-0.04739:0.1875
-0.10989:0.203125
-0.07864:0.1875
-0.07864:0.1875
-0.10989:0.203125
-0.14114:0.1875
-0.10989:0.1875
-0.14114:0.1875
-0.17239:0.171875
-0.14114:0.1875
-0.17239:0.1875
-0.14114:0.1875
-0.17239:0.171875
-0.14114:0.1875
-0.17239:0.15625
-0.17239:0.171875
-0.20364:0.15625
-0.20364:0.171875
-0.17239:0.15625
-0.20364:0.171875
-0.20364:0.15625
-0.23489:0.15625
-0.23489:0.15625
-0.20364:0.15625
-0.26614:0.140625
-0.20364:0.140625
-0.26614:0.140625
-0.23489:0.140625
-0.29739:0.140625
-0.26614:0.140625
-0.29739:125
-0.29739:125
-0.32864:125
-0.29739:125
-0.32864:0.109375
-0.29739:125
-0.32864:0.109375
-0.29739:0.109375
-0.32864:0.09375
-0.32864:0.109375
-0.35989:0.078125
-0.35989:0.09375
-0.35989:0.078125
-0.35989:0.09375
-0.39114:0.0625
-0.39114:0.078125
-0.42239:0.0625
-0.39114:0.0625
-0.42239:0.09375
-0.42239:0.046875
-0.39114:0.0625
-0.42239:0.046875
-0.35989:0.046875
-0.45364:0.046875
-0.42239:0.03125
-0.48489:0.03125
-0.45364:0.03125
-0.48489:0.03125
-0.45364:0.015625
-0.48489:0.015625
-0.48489:0.015625
-0.48489:0.015625
-0.51614:0
-0.51614:0.015625
-0.48489:0
-0.51614:0.015625
-0.54739:-0.015625
-0.51614:0
-0.57864:-0.015625
-0.57864:0
-0.51614:-0.015625
-0.57864:-0.03125
-0.54739:0
-0.57864:-0.015625
-0.60989:-0.03125
-0.60989:-0.03125
-0.57864:-0.046875
-0.60989:-0.046875
-0.57864:-0.03125
-0.64114:-0.03125
-0.60989:-0.0625
-0.64114:-0.046875
-0.67239:-0.078125
-0.64114:-0.0625
-0.67239:-0.078125
-0.57864:-0.0625
-0.67239:-0.078125
-0.64114:-0.078125
-0.67239:-0.09375
-0.67239:-0.078125
-0.70364:-0.09375
-0.67239:-0.09375
-0.73489:-0.109375
-0.70364:-0.09375
-0.73489:-0.109375
-0.70364:-0.109375
-0.73489:-0.09375
-0.73489:-0.109375
-0.76614:-0.109375
-0.76614:-0.109375
-0.73489:-125
-0.76614:-125
-0.79739:-0.109375
-0.76614:-125
-0.79739:-0.140625
-0.79739:-125
-0.82864:-0.15625
-0.79739:-0.140625
-0.82864:-125
-0.79739:-0.140625
-0.82864:-0.140625
-0.85989:-0.140625
-0.82864:-0.171875
-0.85989:-0.140625
-0.82864:-0.15625
-0.82864:-0.15625
-0.89114:-0.15625
-0.89114:-0.15625
-0.82864:-0.171875
-0.85989:-0.171875
-0.89114:-0.1875
-0.89114:-0.1875
-0.92239:-0.171875
-0.89114:-0.1875
-0.92239:-0.171875
-0.89114:-0.1875
-0.92239:-0.1875
-0.92239:-0.1875
-0.95364:-0.1875
-0.95364:-0.1875
-0.95364:-0.1875
-0.92239:-0.203125
-0.98489:-0.1875
-0.95364:-0.1875
-0.98489:-0.203125
-0.95364:-0.203125
-1.01614:-0.203125
-1.01614:-0.203125
-0.98489:-0.203125
-1.01614:-0.203125
-1.04739:-0.21875
-1.01614:-0.21875
-1.04739:-0.203125
-1.04739:-0.21875
-1.04739:-0.203125
-1.04739:-0.21875
-1.07864:-0.21875
-1.07864:-0.21875
-1.07864:-0.21875
-1.10989:-0.21875
-1.07864:-0.234375
-1.07864:-0.21875
-1.10989:-0.234375
-1.07864:-0.234375
-1.14114:-0.21875
-1.07864:-0.234375
-1.14114:-0.21875
-1.10989:-0.234375
-1.14114:-0.234375
-1.14114:-0.234375
-1.17239:-0.25
-1.14114:-0.234375
-1.17239:-0.25
-1.14114:-0.234375
-1.17239:-0.25
-1.17239:-0.234375
-1.20364:-0.25
-1.17239:-0.234375
-1.20364:-0.25
-1.17239:-0.234375
-1.20364:-0.25
-1.23489:-0.234375
-1.20364:-0.25
-1.23489:-0.234375
-1.23489:-0.25
-1.26614:-0.25
-1.23489:-0.265625
-1.26614:-0.234375
-1.26614:-0.265625
-1.26614:-0.25
-1.29739:-0.265625
-1.29739:-0.265625
-1.26614:-0.25
-1.29739:-0.265625
-1.29739:-0.25
-1.29739:-0.265625
-1.32864:-0.25
-1.29739:-0.265625
-1.35989:-0.25
-1.32864:-0.265625
-1.35989:-0.28125
-1.32864:-0.265625
-1.35989:-0.28125
-1.35989:-0.265625
-1.39114:-0.28125
-1.35989:-0.28125
-1.42239:-0.265625
-1.39114:-0.28125
-1.42239:-0.28125
-1.39114:-0.265625
-1.45364:-0.28125
-1.42239:-0.28125
-1.45364:-0.265625
-1.42239:-0.28125
-1.45364:-0.296875
-1.45364:-0.28125
-1.45364:-0.296875
-1.48489:-0.28125
-1.45364:-0.28125
-1.45364:-0.28125
-1.48489:-0.28125
-1.45364:-0.28125
-1.48489:-0.28125
-1.48489:-0.28125
-1.51614:-0.28125
-1.54739:-0.28125
-1.48489:-0.28125
-1.54739:-0.28125
-1.51614:-0.28125
-1.54739:-0.28125
-1.51614:-0.296875
-1.54739:-0.28125
-1.54739:-0.296875
-1.54739:-0.28125
-1.57864:-0.28125
-1.57864:-0.28125
-1.60989:-0.296875
-1.57864:-0.28125
-1.60989:-0.296875
-1.60989:-0.296875
-1.57864:-0.28125
-1.64114:-0.28125
-1.60989:-0.28125
-1.64114:-0.28125
-1.64114:-0.296875
-1.64114:-0.28125
-1.64114:-0.296875
-1.64114:-0.28125
-1.67239:-0.296875
-1.64114:-0.28125
-1.67239:-0.296875
-1.70364:-0.28125
-1.67239:-0.28125
-1.70364:-0.28125
-1.70364:-0.296875
-1.70364:-0.28125
-1.73489:-0.296875
-1.73489:-0.28125
-1.70364:-0.296875
-1.70364:-0.28125
-1.73489:-0.296875
-1.70364:-0.28125
-1.76614:-0.3125
-1.73489:-0.28125
-1.76614:-0.296875
-1.73489:-0.296875
-1.79739:-0.296875
-1.76614:-0.28125
-1.79739:-0.296875
-1.76614:-0.296875
-1.79739:-0.28125
-1.79739:-0.28125
-1.82864:-0.296875
-1.79739:-0.296875
-1.82864:-0.296875
-1.79739:-0.28125
-1.85989:-0.296875
-1.82864:-0.296875
-1.79739:-0.296875
-1.85989:-0.28125
-1.82864:-0.296875
-1.85989:-0.28125
-1.82864:-0.296875
-1.85989:-0.296875
-1.89114:-0.28125
-1.92239:-0.28125
-1.85989:-0.296875
-1.89114:-0.296875
-1.92239:-0.28125
-1.92239:-0.28125
-1.89114:-0.296875
-1.92239:-0.296875
-1.95364:-0.296875
-1.95364:-0.28125
-1.95364:-0.3125
-1.92239:-0.28125
-1.95364:-0.296875
-1.95364:-0.296875
-1.98489:-0.296875
-1.95364:-0.296875
-1.98489:-0.296875
-1.98489:-0.28125
-1.95364:-0.296875
-2.01614:-0.28125
-1.98489:-0.296875
-2.01614:-0.296875
-1.98489:-0.28125
-2.01614:-0.28125
-2.04739:-0.296875
-2.04739:-0.296875
-2.01614:-0.296875
-2.04739:-0.296875
-2.01614:-0.3125
-2.04739:-0.296875
-2.07864:-0.296875
-2.04739:-0.296875
-2.07864:-0.296875
-2.07864:-0.296875
-2.07864:-0.28125
-2.07864:-0.296875
-2.07864:-0.296875
-2.07864:-0.296875
-2.10989:-0.296875
-2.10989:-0.296875
-2.14114:-0.3125
-2.10989:-0.3125
-2.14114:-0.296875
-2.10989:-0.296875
-2.14114:-0.3125
-2.14114:-0.3125
-2.10989:-0.296875
-2.17239:-0.296875
-2.14114:-0.296875
-2.17239:-0.3125
-2.14114:-0.296875
-2.17239:-0.296875
-2.20364:-0.3125
-2.17239:-0.296875
-2.20364:-0.3125
-2.20364:-0.3125
-2.17239:-0.296875
-2.23489:-0.3125
-2.20364:-0.296875
-2.20364:-0.296875
-2.23489:-0.296875
-2.23489:-0.296875
-2.23489:-0.296875
-2.23489:-0.296875
-2.26614:-0.296875
-2.23489:-0.28125
-2.26614:-0.296875
-2.23489:-0.296875
-2.29739:-0.3125
-2.26614:-0.3125
-2.29739:-0.296875
-2.29739:-0.296875
-2.29739:-0.3125
-2.29739:-0.296875
-2.32864:-0.3125
-2.29739:-0.3125
-2.35989:-0.296875
-2.29739:-0.296875
-2.35989:-0.3125
-2.32864:-0.296875
-2.35989:-0.3125
-2.35989:-0.3125
-2.32864:-0.296875
-2.39114:-0.296875
-2.32864:-0.3125
-2.42239:-0.296875
-2.35989:-0.296875
-2.39114:-0.3125
-2.39114:-0.296875
-2.39114:-0.3125
-2.39114:-0.296875
-2.42239:-0.3125
-2.39114:-0.296875
-2.42239:-0.296875
-2.45364:-0.296875
-2.45364:-0.3125
-2.42239:-0.28125
-2.45364:-0.296875
-2.42239:-0.296875
-2.45364:-0.296875
-2.45364:-0.3125
-2.45364:-0.296875
-2.48489:-0.3125
-2.48489:-0.3125
-2.45364:-0.28125
-2.48489:-0.296875
-2.51614:-0.3125
-2.51614:-0.296875
-2.51614:-0.296875
-2.51614:-0.296875
-2.51614:-0.3125
-2.51614:-0.296875
-2.54739:-0.296875
-2.51614:-0.296875
-2.54739:-0.296875
-2.57864:-0.296875
-2.51614:-0.3125
-2.57864:-0.3125
-2.57864:-0.28125
-2.54739:-0.296875
-2.60989:-0.3125
-2.57864:-0.296875
-2.60989:-0.3125
-2.57864:-0.296875
-2.60989:-0.3125
-2.60989:-0.3125
-2.60989:-0.296875
-2.60989:-0.3125
-2.57864:-0.296875
-2.60989:-0.3125
-2.64114:-0.296875
-2.64114:-0.3125
-2.67239:-0.296875
-2.64114:-0.3125
-2.70364:-0.296875
-2.64114:-0.296875
-2.67239:-0.3125
-2.64114:-0.3125
-2.70364:-0.3125
-2.67239:-0.3125
-2.70364:-0.296875
-2.67239:-0.3125
-2.73489:-0.296875
-2.67239:-0.3125
-2.73489:-0.296875
-2.73489:-0.3125
-2.67239:-0.296875
-2.70364:-0.296875
-2.73489:-0.3125
-2.73489:-0.296875
-2.70364:-0.296875
-2.73489:-0.296875
-2.76614:-0.3125
-2.73489:-0.296875
-2.76614:-0.3125
-2.76614:-0.3125
-2.79739:-0.296875
-2.76614:-0.296875
-2.79739:-0.3125
-2.76614:-0.296875
-2.79739:-0.3125
-2.79739:-0.296875
